pa_id,nombre,no_loss_km2,loss_1315_km2,loss_1618_km2,area_forest_km2
1,Alto Fragua - Indi Wasi,752.021389170951,0.364539257080306,0.586050000054368,752.971978428085
2,Amacayacu,2616.6628862533,0.799243292958563,1.71832182614213,2619.1804513724
3,Cahuinari,5485.22775815979,0.386101249930682,1.40057815769787,5487.01443756742
4,Catatumbo Bari,1492.71646105151,11.7934345873572,56.7830824829037,1561.29297812177
5,Chingaza,465.826212502466,0.0782384960833453,0.618274686053997,466.522725684603
6,Complejo Volcanico Dona Juana Cascabel,619.417567487472,0.0830566247545378,0.24840300154129,619.749027113768
7,Cordillera de los Picachos,2710.08251088428,10.744689497658,33.4857540596278,2754.31295444156
8,Cueva de los Guacharos,70.6954317239333,0.00384512047371175,0,70.6992768444071
9,El Cocuy,1618.66858101234,0.347843537252877,2.22126414361652,1621.23768869321
10,El Tuparro,933.815956994349,0.646754793137843,2.80393931204899,937.266651099535
11,Farallones de Cali,1896.42436611997,0.549943240071418,1.47014667471319,1898.44445603475
12,Gorgona,13.3156278250584,0.0860499657039959,0,13.4016777907624
13,La Paya,4275.06012241014,20.5742083785208,32.1270232869768,4327.76135407564
14,Las Hermosas,679.832272553377,0.259511813046623,0.52214268187052,680.613927048295
15,Las Orquideas,279.234527444869,0.212498469447318,1.09230353103576,280.539329445352
16,Los Corales del Rosario y San Bernardo,2.70204576096281,0.00378869825398177,0.0121208409630917,2.71795530017989
17,Los Katios,661.031410312658,0.365214905438609,1.1444756718655,662.541100889962
18,Los Nevados,101.176295877242,0.0199369585205745,0.00996836315988563,101.206201198922
19,Macuira,52.0304037485309,0.154274412916556,0.030100211895287,52.2147783733428
20,Munchique,453.603287381668,1.1927331314566,2.22633488499584,457.022355398121
21,Nevado del Huila,1219.6472267879,0.350342619219461,0.240466048931612,1220.23803545605
22,Nukak,8586.75752561818,9.38407550911161,19.499443940928,8615.64104506822
23,Old Providence And Mc Bean Lagoon,0.700342040126182,0,0,0.700342040126182
24,Paramillo,4832.32001762517,17.1799315176969,40.1277963128262,4889.62774545569
25,Pisba,176.83050328907,0.0459247627895549,0.257942794435285,177.134370846295
26,Puinawai,10815.1590792003,6.3576050397258,11.8136470402212,10833.3303312803
27,Purace,727.996820913052,0.119935507708945,0.295187780082756,728.411944200844
28,Rio Pure,9854.37563986144,0.379815168977986,1.56446598442393,9856.31992101484
29,Sanquianga,482.967432796481,0.531901463676351,0.677952680064658,484.177286940222
30,Selva de Florencia,98.8323586788309,0.0314007436077483,0.0306349668419026,98.8943943892805
31,Serrania de Chiribiquete,27210.5210404563,3.58950376483734,3.76547168997877,27217.8760159111
32,Serrania de los Churumbelos  - Auka Wasi,967.108177185368,0.426881444320166,0.356885940547789,967.891944570236
33,Serrania de los Yariguies,588.42471871339,0.21634592023528,0.614677590435591,589.255742224061
34,Sierra de la Macarena,5612.37736573787,42.1599497112873,93.4830037128603,5748.02031916202
35,Sierra Nevada de Santa Marta,2302.64713026692,7.80899819333757,31.9750261575034,2342.43115461776
36,Sumapaz,984.922658292799,0.171961822616868,0.30937715975395,985.403997275169
37,Tama,424.642273670376,0.423001767635774,1.67044709007547,426.735722528087
38,Tatama,420.187387914478,0.122621315375265,0.10422329750433,420.414232527358
39,Tayrona,112.652800285925,1.66502455798915,0.0188692715948075,114.336694115509
40,Tinigua,1656.2377679836,37.9634075712611,161.290285304828,1855.49146085969
41,Uramba Bahia Malaga,10.1292960824675,0,0,10.1292960824675
42,Utria,512.769467763315,0.146922368852153,0.5823602946206,513.498750426788
43,Yaigoje Apaporis,10306.1004000833,6.63322669264767,8.28329296904226,10321.016919745
