pa_id,nombre,no_loss_km2,loss_1315_km2,loss_1618_km2,area_forest_km2
1,Alto Fragua - Indi Wasi,753.624935572367,0.364539257080306,0.592203103882761,754.58167793333
2,Amacayacu,2617.44167977194,0.803081732495476,1.72062491430072,2619.96538641874
3,Cahuinari,5490.43988264806,0.389177819813481,1.40596214317845,5492.23502261106
4,Catatumbo Bari,1503.59072909284,11.9271932122126,57.3105336576745,1572.82845596272
5,Chingaza,553.451126369672,0.091278207526058,0.677344554096293,554.219749131294
6,Complejo Volcanico Dona Juana Cascabel,642.071787207437,0.100744231613708,0.253017371705795,642.425548810757
7,Cordillera de los Picachos,2730.82706749824,10.7715854844239,33.5664362350214,2775.16508921768
8,Cueva de los Guacharos,70.8246286649391,0.00384512047371175,0,70.8284737854128
9,El Cocuy,1855.9568886659,0.370011998542514,2.38788110834066,1858.71478177278
10,El Tuparro,1092.30065245094,0.654417061171554,2.84071827355463,1095.79578778566
11,Farallones de Cali,1923.30249696825,0.55992774000795,1.57844928300008,1925.44087399126
12,Gorgona,13.3893866097823,0.0868182937519774,0,13.4762049035343
13,La Paya,4285.41044005126,20.8642338091991,32.4008954036217,4338.67556926408
14,Las Hermosas,881.460761980482,0.325542041955486,0.561295519157018,882.347599541595
15,Las Orquideas,284.028455335328,0.212498469447318,1.09689017263274,285.337843977408
16,Los Corales del Rosario y San Bernardo,3.21421566958173,0.00378869825398177,0.0121208409630917,3.23012520879881
17,Los Katios,677.739094000684,0.375888323811911,1.1444756718655,679.259457996362
18,Los Nevados,138.065822077904,0.0214704194071144,0.0214700284216665,138.108762525732
19,Macuira,82.6346944965305,0.234049160989247,0.0308525611106902,82.8995962186305
20,Munchique,456.372962614251,1.20810368464284,2.31163987975892,459.892706178653
21,Nevado del Huila,1360.32051780347,0.401820245880392,0.251221675873883,1360.97355972522
22,Nukak,8630.56036522214,9.66852548444477,19.958402052366,8660.18729275895
23,Old Providence And Mc Bean Lagoon,0.8029592142663,0,0,0.8029592142663
24,Paramillo,4868.70210370079,17.3103463890657,40.6311343095096,4926.64358439937
25,Pisba,261.866435784794,0.0528140327082202,0.271721486327816,262.19097130383
26,Puinawai,10833.1311217899,6.40372874794221,11.8835948586003,10851.4184453965
27,Purace,794.623049128205,0.150687418842045,0.300568946226332,795.074305493273
28,Rio Pure,9857.93078644564,0.379815168977986,1.56446598442393,9859.87506759904
29,Sanquianga,495.948980974013,0.537281683728133,0.679489950716305,497.165752608457
30,Selva de Florencia,99.6924411663858,0.0314007436077483,0.0306349668419026,99.7544768768354
31,Serrania de Chiribiquete,27538.5174276345,3.68027597475426,3.77393346121515,27545.9716370705
32,Serrania de los Churumbelos  - Auka Wasi,968.803359250572,0.426881444320166,0.357655109387701,969.58789580428
33,Serrania de los Yariguies,591.047599813859,0.21634592023528,0.616971148809515,591.880916882904
34,Sierra de la Macarena,5738.98377356338,42.6087806010269,94.8986239527874,5876.4911781172
35,Sierra Nevada de Santa Marta,2549.09254022145,8.04475138689058,32.5998714824792,2589.73716309082
36,Sumapaz,1154.49218971849,0.196527710415911,0.325499161009245,1155.01421658992
37,Tama,444.105417932461,0.42758179257882,1.72083770981063,446.25383743485
38,Tatama,429.610663496485,0.124154156989049,0.109588158280382,429.844405811754
39,Tayrona,117.406314308268,1.71635129851048,0.0188692715948075,119.141534878373
40,Tinigua,1681.27248268243,38.1048346483553,161.513957978483,1880.89127530927
41,Uramba Bahia Malaga,10.4915396008848,0,0,10.4915396008848
42,Utria,513.258419936137,0.146922368852153,0.5823602946206,513.987702599609
43,Yaigoje Apaporis,10309.8119928854,6.67630461687406,8.33790978449323,10324.8262072868
