pa_id,nombre,no_loss_km2,loss_1315_km2,loss_1618_km2,area_forest_km2
1,Alto Fragua - Indi Wasi,922.74643038371,8.55859884022178,15.1061259102692,946.411155134201
2,Amacayacu,2576.78578953196,4.04604605422993,3.24764871185121,2584.07948429804
3,Cahuinari,3665.43488145105,0.751416804080923,1.21134734161638,3667.39764559675
4,Catatumbo Bari,1373.91735019951,44.9279166996788,112.640340075094,1531.48560697429
5,Chingaza,1691.01485214343,0.733938452033367,1.55378751982686,1693.30257811529
6,Complejo Volcanico Dona Juana Cascabel,1386.95026006992,1.98184798873029,3.72453291546137,1392.65664097411
7,Cordillera de los Picachos,1938.12276277468,9.60256978055808,57.9463290922454,2005.67166164749
8,Cueva de los Guacharos,129.507925524963,0.610580936545877,2.34156952591512,132.460075987424
9,El Cocuy,2414.7487435839,1.7857728609414,7.68883443555604,2424.2233508804
10,El Tuparro,884.189154443392,3.4166437745611,7.17293826960129,894.778736487555
11,Farallones de Cali,2217.97392179189,4.30254709622788,6.31781809973323,2228.59428698785
13,La Paya,2482.79748467969,72.3933841758698,117.444425999441,2672.635294855
14,Las Hermosas,1855.73505864553,2.737965451201,8.31729264678867,1866.79031674352
15,Las Orquideas,1215.44308046914,2.05304493475764,9.79367878652062,1227.28980419042
16,Los Corales del Rosario y San Bernardo,69.9014017806552,1.97260895182097,2.9351182845882,74.8091290170644
17,Los Katios,911.419466945118,8.06719058748967,39.0075048051197,958.494162337727
18,Los Nevados,1398.6175116957,4.47765626565376,6.06919212032951,1409.16436008168
19,Macuira,23.9691142758693,0.000752385898657143,0.00978144398720562,23.9796481057552
20,Munchique,1344.68540605828,10.6082017135826,26.4264647438331,1381.7200725157
21,Nevado del Huila,2777.90862955629,7.63183692067007,20.5617648366566,2806.10223131362
22,Nukak,5406.16992630466,8.67606533730732,40.5242553404014,5455.37024698237
23,Old Providence And Mc Bean Lagoon,17.999771246873,0.01198435691946,0,18.0117556037925
24,Paramillo,3879.84217244517,30.9235217789541,96.5971414979307,4007.36283572206
25,Pisba,1059.77722537654,0.516662595066946,3.5349316817017,1063.82881965331
26,Puinawai,5020.2671448151,1.84050001098625,3.52977027312618,5025.63741509922
27,Purace,1913.41414363725,0.70728508904641,1.73061513522659,1915.85204386152
28,Rio Pure,3686.08970666629,0.289130260507743,0.631202304598546,3687.01003923139
29,Sanquianga,800.47088693148,3.88030479400587,4.77504310423127,809.126234829717
30,Selva de Florencia,671.191252901368,2.93493408264252,11.1397053942828,685.265892378293
31,Serrania de Chiribiquete,10204.3432427473,2.4600279934117,1.29853545800936,10208.1018061988
32,Serrania de los Churumbelos  - Auka Wasi,1346.24970325527,12.5582714546448,23.5894354791227,1382.39741018904
33,Serrania de los Yariguies,1680.08578271148,3.14070639373582,17.885071099198,1701.11156020441
34,Sierra de la Macarena,3176.88745107979,109.070665478779,302.261884089152,3588.22000064772
35,Sierra Nevada de Santa Marta,2973.58709925003,32.3537207013861,58.0926775403082,3064.03349749172
36,Sumapaz,2531.71835172383,1.63670941408435,4.88110857961299,2538.23616971753
37,Tama,832.728515083735,2.04812894346581,5.45809532716107,840.234739354362
38,Tatama,1356.02097491337,4.17538749920575,16.8666859207895,1377.06304833337
39,Tayrona,265.808692579035,10.0493408074335,1.48112558828171,277.339158974751
40,Tinigua,705.454611775124,31.2111615572157,105.40671632066,842.072489653
41,Uramba Bahia Malaga,767.034764435401,0.120490791168528,0.14888906013969,767.304144286709
42,Utria,909.048141043137,1.01925710732658,1.54413116669267,911.611529317157
43,Yaigoje Apaporis,5864.35392816319,6.74398432107834,8.46092503455273,5879.55883751882
